icx_label,ethernet_mac,wifi_mac_derived,last_seen_icx,days_since,mdns_label,mdns_mac,mdns_ip,mdns_note,labeling_correction,source,room,site,lockout,reswept,reswept_at
6106B,10:2b:aa:51:5d:f3,10:2b:aa:51:5d:f4,2026-08-07 09:02:18,0.01,6106B,10:2b:aa:51:5d:f4,172.20.216.237,,,iCX,6106B,MVM783,6106,no,
6106B,10:2b:aa:51:51:ae,10:2b:aa:51:51:af,2026-08-07 09:00:26,0.01,6106B,10:2b:aa:51:51:af,172.20.221.117,,,iCX,6106B,MVM783,6106,no,
,,,,,6106B,7e:75:a4:66:99:1d,172.20.209.104,Stale MAC (randomized),,mDNS only,6106B,MVM783,6106,no,
6107A,10:2b:aa:51:50:7c,10:2b:aa:51:50:7d,2026-08-07 09:04:03,0.01,6107A,10:2b:aa:51:50:7d,172.20.222.21,,,iCX,6107A,MVM783,6107,no,
6107A,10:2b:aa:51:51:db,10:2b:aa:51:51:dc,2026-08-07 09:02:39,0.01,6107A,10:2b:aa:51:51:dc,172.20.216.236,,,iCX,6107A,MVM783,6107,no,
6107B,10:2b:aa:51:51:8a,10:2b:aa:51:51:8b,2026-08-07 09:08:05,0.0,6107B,10:2b:aa:51:51:8b,172.20.197.207,,,iCX,6107B,MVM783,6107,no,
6107B,10:2b:aa:51:4f:02,10:2b:aa:51:4f:03,2026-08-07 09:01:22,0.01,6107B,10:2b:aa:51:4f:03,172.20.216.241,,,iCX,6107B,MVM783,6107,no,
6108A,10:2b:aa:51:5d:fc,10:2b:aa:51:5d:fd,2026-08-07 09:10:50,0.0,6108A,10:2b:aa:51:5d:fd,172.20.223.40,,,iCX,6108A,MVM783,6108,no,
6108A,10:2b:aa:51:50:79,10:2b:aa:51:50:7a,2026-08-07 09:05:15,0.01,6108A,10:2b:aa:51:50:7a,172.20.196.49,,,iCX,6108A,MVM783,6108,no,
6108B,10:2b:aa:51:51:3f,10:2b:aa:51:51:40,2026-08-07 09:10:41,0.0,6108B,10:2b:aa:51:51:40,172.20.196.43,,,iCX,6108B,MVM783,6108,no,
6108B,10:2b:aa:51:51:03,10:2b:aa:51:51:04,2026-08-07 09:03:04,0.01,6108B,10:2b:aa:51:51:04,172.20.222.170,,,iCX,6108B,MVM783,6108,no,
,,,,,6108A,36:aa:2c:d8:6a:0e,172.20.212.167,Stale MAC (randomized),,mDNS only,6108A,MVM783,6108,no,
,,,,,6108A,a2:c3:d3:57:be:20,172.20.213.12,Stale MAC (randomized),,mDNS only,6108A,MVM783,6108,no,
,,,,,6108B,52:86:ed:bf:0f:d3,172.20.206.107,Stale MAC (randomized),,mDNS only,6108B,MVM783,6108,no,
,,,,,6108B,9a:be:3d:80:e5:b9,172.20.207.55,Stale MAC (randomized),,mDNS only,6108B,MVM783,6108,no,
6109A,10:2b:aa:51:4f:4a,10:2b:aa:51:4f:4b,2026-08-07 09:12:37,0.0,6109A,10:2b:aa:51:4f:4b,172.20.211.79,,,iCX,6109A,MVM783,6109,no,
6109A,10:2b:aa:51:51:72,10:2b:aa:51:51:73,2026-08-07 09:09:09,0.0,6109A,10:2b:aa:51:51:73,172.20.199.211,,,iCX,6109A,MVM783,6109,no,
6109B,10:2b:aa:51:50:91,10:2b:aa:51:50:92,2026-08-07 09:11:35,0.0,6109B,10:2b:aa:51:50:92,172.20.222.251,,,iCX,6109B,MVM783,6109,no,
6109B,10:2b:aa:51:51:6c,10:2b:aa:51:51:6d,2026-08-07 09:05:44,0.01,6109B,10:2b:aa:51:51:6d,172.20.222.194,,,iCX,6109B,MVM783,6109,no,
,,,,,6109A,4e:b4:91:f1:63:bb,172.20.197.216,Stale MAC (randomized),,mDNS only,6109A,MVM783,6109,no,
,,,,,6109A,d6:ba:dd:be:41:75,172.20.210.48,Stale MAC (randomized),,mDNS only,6109A,MVM783,6109,no,
,,,,,6109B,5e:42:5d:4b:b1:64,172.20.205.85,Stale MAC (randomized),,mDNS only,6109B,MVM783,6109,no,
,,,,,6109B,42:f7:d5:5e:77:3b,172.20.204.225,Stale MAC (randomized),,mDNS only,6109B,MVM783,6109,no,
6110A,10:2b:aa:51:62:8e,10:2b:aa:51:62:8f,2026-08-07 09:08:14,0.0,6110A,10:2b:aa:51:62:8f,172.20.197.5,,,iCX,6110A,MVM783,6110,no,
6110A,10:2b:aa:51:4f:dd,10:2b:aa:51:4f:de,2026-08-07 09:02:33,0.01,6110A,10:2b:aa:51:4f:de,172.20.196.90,,,iCX,6110A,MVM783,6110,no,
6110B,10:2b:aa:51:4f:cb,10:2b:aa:51:4f:cc,2026-08-07 09:09:12,0.0,6110B,10:2b:aa:51:4f:cc,172.20.215.221,,,iCX,6110B,MVM783,6110,no,
6110B,10:2b:aa:51:4f:e6,10:2b:aa:51:4f:e7,2026-08-07 09:08:34,0.0,6110B,10:2b:aa:51:4f:e7,172.20.197.104,,,iCX,6110B,MVM783,6110,no,
,,,,,6110A,4e:0c:f6:9b:b7:ef,172.20.205.60,Stale MAC (randomized),,mDNS only,6110A,MVM783,6110,no,
,,,,,6110B,a6:22:ff:56:b5:57,172.20.197.56,Stale MAC (randomized),,mDNS only,6110B,MVM783,6110,no,
61101A,64:18:df:73:e1:79,64:18:df:73:e1:7a,2026-08-07 09:07:45,0.01,61101A,64:18:df:73:e1:7a,172.20.217.226,,,iCX,61101A,MVM783,61101A,no,
61101A,64:18:df:73:ab:03,64:18:df:73:ab:04,2026-08-07 09:01:34,0.01,61101A,64:18:df:73:ab:04,172.20.220.140,,,iCX,61101A,MVM783,61101A,no,
,,,,,61101A,42:3d:74:0f:d7:69,172.20.200.96,Stale MAC (randomized),,mDNS only,61101A,MVM783,61101A,no,
61101B,64:18:df:74:1a:34,64:18:df:74:1a:35,2026-08-07 09:10:18,0.0,61101B,64:18:df:74:1a:35,172.20.214.71,,,iCX,61101B,MVM783,61101B,no,
61101B,64:18:df:74:13:41,64:18:df:74:13:42,2026-08-07 09:03:24,0.01,61101B,64:18:df:74:13:42,172.20.199.35,,,iCX,61101B,MVM783,61101B,no,
,,,,,61101B,d2:df:7e:1b:28:fd,172.20.215.95,Stale MAC (randomized),,mDNS only,61101B,MVM783,61101B,no,
61102A,10:2b:aa:51:60:81,10:2b:aa:51:60:82,2026-08-07 09:08:57,0.0,61102A,10:2b:aa:51:60:82,172.20.194.124,,,iCX,61102A,MVM783,61102A,no,
61102A,10:2b:aa:51:5f:f1,10:2b:aa:51:5f:f2,2026-08-07 09:03:04,0.01,61102A,10:2b:aa:51:5f:f2,172.20.222.220,,,iCX,61102A,MVM783,61102A,no,
,,,,,61102A,da:56:e0:4a:c0:45,172.20.197.137,Stale MAC (randomized),,mDNS only,61102A,MVM783,61102A,no,
,,,,,61102A,f2:4e:5e:58:ea:bf,172.20.211.98,Stale MAC (randomized),,mDNS only,61102A,MVM783,61102A,no,
61102B,68:ab:a9:fe:45:74,68:ab:a9:fe:45:75,2026-08-07 09:09:53,0.0,61102B,68:ab:a9:fe:45:75,172.20.199.212,,,iCX,61102B,MVM783,61102B,no,
61102B,64:18:df:73:ac:68,64:18:df:73:ac:69,2026-08-07 09:01:56,0.01,61102B,64:18:df:73:ac:69,172.20.207.234,,,iCX,61102B,MVM783,61102B,no,
,,,,,61102B,2e:e8:60:5d:04:32,172.20.200.206,Stale MAC (randomized),,mDNS only,61102B,MVM783,61102B,no,
61103A,64:18:df:73:a6:ea,64:18:df:73:a6:eb,2026-08-07 09:12:11,0.0,61103A,64:18:df:73:a6:eb,172.20.201.35,,,iCX,61103A,MVM783,61103A,no,
61103A,64:18:df:73:e8:e4,64:18:df:73:e8:e5,2026-08-07 09:06:43,0.01,61103A,64:18:df:73:e8:e5,172.20.192.13,,,iCX,61103A,MVM783,61103A,no,
,,,,,61103A,22:73:5c:93:fd:42,172.20.204.1,Stale MAC (randomized),,mDNS only,61103A,MVM783,61103A,no,
61103B,10:2b:aa:51:60:72,10:2b:aa:51:60:73,2026-08-07 09:14:35,0.0,61103B,10:2b:aa:51:60:73,172.20.219.248,,,iCX,61103B,MVM783,61103B,no,
61103B,64:18:df:73:cc:51,64:18:df:73:cc:52,2026-08-07 09:06:42,0.01,61103B,64:18:df:73:cc:52,172.20.219.100,,,iCX,61103B,MVM783,61103B,no,
,,,,,61103B,aa:37:ed:dd:d3:d0,172.20.209.73,Stale MAC (randomized),,mDNS only,61103B,MVM783,61103B,no,
,,,,,61103B,86:12:45:e8:08:8a,172.20.210.37,Stale MAC (randomized),,mDNS only,61103B,MVM783,61103B,no,
61104A,64:18:df:73:eb:d2,64:18:df:73:eb:d3,2026-08-07 09:06:31,0.01,61104A,64:18:df:73:eb:d3,172.20.214.79,,,iCX,61104A,MVM783,61104A,no,
61104A,64:18:df:73:d8:76,64:18:df:73:d8:77,2026-08-07 09:05:03,0.01,61104A,64:18:df:73:d8:77,172.20.214.76,,,iCX,61104A,MVM783,61104A,no,
61104B,64:18:df:73:f0:0a,64:18:df:73:f0:0b,2026-08-07 09:06:59,0.01,61104B,64:18:df:73:f0:0b,172.20.201.72,,,iCX,61104B,MVM783,61104B,no,
61104B,64:18:df:73:ef:11,64:18:df:73:ef:12,2026-08-07 09:00:50,0.01,61104B,64:18:df:73:ef:12,172.20.206.80,,,iCX,61104B,MVM783,61104B,no,
,,,,,61104B,96:e0:19:14:58:6f,172.20.200.81,Stale MAC (randomized),,mDNS only,61104B,MVM783,61104B,no,
,,,,,61104B,ce:a9:7a:b5:5a:46,172.20.207.171,Stale MAC (randomized),,mDNS only,61104B,MVM783,61104B,no,
61105A,68:ab:a9:fb:e4:2b,68:ab:a9:fb:e4:2c,2026-08-07 09:04:27,0.01,61105A,68:ab:a9:fb:e4:2c,172.20.223.249,,,iCX,61105A,MVM783,61105A,no,
61105A,64:18:df:74:84:16,64:18:df:74:84:17,2026-08-07 09:01:22,0.01,61105A,64:18:df:74:84:17,172.20.218.170,,,iCX,61105A,MVM783,61105A,no,
,,,,,61105A,a6:7e:36:3d:fa:15,172.20.201.175,Stale MAC (randomized),,mDNS only,61105A,MVM783,61105A,no,
,,,,,61105A,d2:75:58:c3:16:2f,172.20.210.243,Stale MAC (randomized),,mDNS only,61105A,MVM783,61105A,no,
61105B,68:ab:a9:fc:ac:d2,68:ab:a9:fc:ac:d3,2026-08-07 09:11:40,0.0,61105B,68:ab:a9:fc:ac:d3,172.20.210.56,,,iCX,61105B,MVM783,61105B,no,
61105B,68:ab:a9:ff:12:50,68:ab:a9:ff:12:51,2026-08-07 09:11:26,0.0,61105B,68:ab:a9:ff:12:51,172.20.222.76,,,iCX,61105B,MVM783,61105B,no,
,,,,,61105B,4a:31:94:71:e1:34,172.20.207.252,Stale MAC (randomized),,mDNS only,61105B,MVM783,61105B,no,
61106A,10:2b:aa:51:58:89,10:2b:aa:51:58:8a,2026-08-07 09:01:40,0.01,61106A,10:2b:aa:51:58:8a,172.20.206.39,,,iCX,61106A,MVM783,61106A,no,
61106A,10:2b:aa:51:59:43,10:2b:aa:51:59:44,2026-08-07 09:01:32,0.01,61106A,10:2b:aa:51:59:44,172.20.195.83,,,iCX,61106A,MVM783,61106A,no,
,,,,,61106A,f6:af:92:45:c8:0c,172.20.198.160,Stale MAC (randomized),,mDNS only,61106A,MVM783,61106A,no,
61106B,64:18:df:73:cb:41,64:18:df:73:cb:42,2026-08-07 09:14:23,0.0,61106B,64:18:df:73:cb:42,172.20.196.181,,,iCX,61106B,MVM783,61106B,no,
61106B,64:18:df:73:e9:ef,64:18:df:73:e9:f0,2026-08-07 09:01:58,0.01,61106B,64:18:df:73:e9:f0,172.20.210.225,,,iCX,61106B,MVM783,61106B,no,
61107A,10:2b:aa:51:4a:c1,10:2b:aa:51:4a:c2,2026-08-07 09:14:48,0.0,61107A,10:2b:aa:51:4a:c2,172.20.201.213,,,iCX,61107A,MVM783,61107A,no,
61107A,10:2b:aa:51:66:96,10:2b:aa:51:66:97,2026-08-07 09:09:48,0.0,61107A,10:2b:aa:51:66:97,172.20.197.47,,,iCX,61107A,MVM783,61107A,no,
,,,,,61107A,36:ae:05:fa:a2:b5,172.20.193.105,Stale MAC (randomized),,mDNS only,61107A,MVM783,61107A,no,
,,,,,61107A,46:f9:4d:60:5c:82,172.20.194.90,Stale MAC (randomized),,mDNS only,61107A,MVM783,61107A,no,
61107B,10:2b:aa:51:66:99,10:2b:aa:51:66:9a,2026-08-07 09:03:42,0.01,61107B,10:2b:aa:51:66:9a,172.20.218.227,,,iCX,61107B,MVM783,61107B,no,
61107B,10:2b:aa:51:60:78,10:2b:aa:51:60:79,2026-08-07 09:03:11,0.01,61107B,10:2b:aa:51:60:79,172.20.198.95,,,iCX,61107B,MVM783,61107B,no,
,,,,,61107B,9a:e8:43:fe:92:d8,172.20.197.129,Stale MAC (randomized),,mDNS only,61107B,MVM783,61107B,no,
,,,,,61107B,8a:d9:73:cc:c9:38,172.20.201.201,Stale MAC (randomized),,mDNS only,61107B,MVM783,61107B,no,
61108A,64:18:df:73:b4:26,64:18:df:73:b4:27,2026-08-07 09:14:22,0.0,61108A,64:18:df:73:b4:27,172.20.217.40,,,iCX,61108A,MVM783,61108A,no,
61108A,64:18:df:73:d4:c5,64:18:df:73:d4:c6,2026-08-07 09:04:54,0.01,61108A,64:18:df:73:d4:c6,172.20.214.138,,,iCX,61108A,MVM783,61108A,no,
,,,,,61108A,26:13:ca:2f:99:50,172.20.216.62,Stale MAC (randomized),,mDNS only,61108A,MVM783,61108A,no,
61108B,10:2b:aa:51:66:27,10:2b:aa:51:66:28,2026-08-07 09:08:34,0.0,61108B,10:2b:aa:51:66:28,172.20.214.140,,,iCX,61108B,MVM783,61108B,no,
61108B,10:2b:aa:51:66:5a,10:2b:aa:51:66:5b,2026-08-07 09:06:08,0.01,61108B,10:2b:aa:51:66:5b,172.20.214.141,,,iCX,61108B,MVM783,61108B,no,
,,,,,61108B,ea:13:dc:e4:87:c5,172.20.216.172,Stale MAC (randomized),,mDNS only,61108B,MVM783,61108B,no,
61109A,64:18:df:74:0f:37,64:18:df:74:0f:38,2026-08-07 09:10:26,0.0,61109A,64:18:df:74:0f:38,172.20.192.244,,,iCX,61109A,MVM783,61109A,no,
61109A,64:18:df:73:e2:84,64:18:df:73:e2:85,2026-08-07 09:03:16,0.01,61109A,64:18:df:73:e2:85,172.20.196.33,,,iCX,61109A,MVM783,61109A,no,
,,,,,61109A,0e:07:20:60:c5:dd,172.20.193.33,Stale MAC (randomized),,mDNS only,61109A,MVM783,61109A,no,
,,,,,61109A,8e:8d:ca:dd:94:80,172.20.212.52,Stale MAC (randomized),,mDNS only,61109A,MVM783,61109A,no,
61109B,64:18:df:73:b0:7f,64:18:df:73:b0:80,2026-08-07 09:04:40,0.01,61109B,64:18:df:73:b0:80,172.20.210.252,,,iCX,61109B,MVM783,61109B,no,
61109B,64:18:df:74:02:42,64:18:df:74:02:43,2026-08-07 09:03:22,0.01,61109B,64:18:df:74:02:43,172.20.220.231,,,iCX,61109B,MVM783,61109B,no,
,,,,,61109B,2e:34:11:06:6b:a7,172.20.201.142,Stale MAC (randomized),,mDNS only,61109B,MVM783,61109B,no,
,,,,,61109B,ae:a7:72:75:80:ac,172.20.212.0,Stale MAC (randomized),,mDNS only,61109B,MVM783,61109B,no,
61110A,10:2b:aa:51:60:36,10:2b:aa:51:60:37,2026-08-07 09:12:43,0.0,61110A,10:2b:aa:51:60:37,172.20.214.104,,,iCX,61110A,MVM783,61110A,no,
61110A,10:2b:aa:51:60:75,10:2b:aa:51:60:76,2026-08-07 09:05:11,0.01,61110A,10:2b:aa:51:60:76,172.20.214.107,,,iCX,61110A,MVM783,61110A,no,
61110B,10:2b:aa:51:60:66,10:2b:aa:51:60:67,2026-08-07 09:08:56,0.0,61110B,10:2b:aa:51:60:67,172.20.214.109,,,iCX,61110B,MVM783,61110B,no,
61110B,64:18:df:73:c8:16,64:18:df:73:c8:17,2026-08-07 09:05:07,0.01,61110B,64:18:df:73:c8:17,172.20.214.106,,,iCX,61110B,MVM783,61110B,no,
61201A,10:2b:aa:51:60:87,10:2b:aa:51:60:88,2026-08-07 09:04:23,0.01,61201A,10:2b:aa:51:60:88,172.20.219.126,,,iCX,61201A,MVM783,61201A,no,
61201A,10:2b:aa:51:5d:f9,10:2b:aa:51:5d:fa,2026-08-07 09:02:30,0.01,61201A,10:2b:aa:51:5d:fa,172.20.220.179,,,iCX,61201A,MVM783,61201A,no,
,,,,,61201A,4a:50:3b:20:fe:95,172.20.210.255,Stale MAC (randomized),,mDNS only,61201A,MVM783,61201A,no,
61201B,10:2b:aa:51:4f:59,10:2b:aa:51:4f:5a,2026-08-07 09:09:37,0.0,61201B,10:2b:aa:51:4f:5a,172.20.194.97,,,iCX,61201B,MVM783,61201B,no,
61201B,10:2b:aa:51:4e:f3,10:2b:aa:51:4e:f4,2026-08-07 09:05:33,0.01,61201B,10:2b:aa:51:4e:f4,172.20.221.115,,,iCX,61201B,MVM783,61201B,no,
61202A,10:2b:aa:51:58:bc,10:2b:aa:51:58:bd,2026-08-07 09:14:23,0.0,61202A,10:2b:aa:51:58:bd,172.20.193.18,,,iCX,61202A,MVM783,61202A,no,
61202A,10:2b:aa:51:59:97,10:2b:aa:51:59:98,2026-08-07 09:04:07,0.01,61202A,10:2b:aa:51:59:98,172.20.196.177,,,iCX,61202A,MVM783,61202A,no,
,,,,,61202A,02:2d:31:1f:30:c3,172.20.203.28,Stale MAC (randomized),,mDNS only,61202A,MVM783,61202A,no,
,,,,,61202A,a2:29:86:a2:d1:0d,172.20.206.59,Stale MAC (randomized),,mDNS only,61202A,MVM783,61202A,no,
61202B,64:18:df:74:82:41,64:18:df:74:82:42,2026-08-07 09:12:18,0.0,61202B,64:18:df:74:82:42,172.20.215.173,,,iCX,61202B,MVM783,61202B,no,
61202B,10:2b:aa:51:59:52,10:2b:aa:51:59:53,2026-08-07 09:02:14,0.01,61202B,10:2b:aa:51:59:53,172.20.220.61,,,iCX,61202B,MVM783,61202B,no,
,,,,,61202B,d2:65:62:cd:73:b2,172.20.210.110,Stale MAC (randomized),,mDNS only,61202B,MVM783,61202B,no,
61203A,68:ab:a9:fc:3c:00,68:ab:a9:fc:3c:01,2026-08-07 09:08:35,0.0,61203A,68:ab:a9:fc:3c:01,172.20.208.187,,,iCX,61203A,MVM783,61203A,no,
61203A,10:2b:aa:51:4f:1d,10:2b:aa:51:4f:1e,2026-08-07 09:01:39,0.01,61203A,10:2b:aa:51:4f:1e,172.20.197.27,,,iCX,61203A,MVM783,61203A,no,
,,,,,61203A,ae:f7:c3:7e:e4:60,172.20.202.86,Stale MAC (randomized),,mDNS only,61203A,MVM783,61203A,no,
,,,,,61203A,6a:e1:16:23:3f:68,172.20.203.168,Stale MAC (randomized),,mDNS only,61203A,MVM783,61203A,no,
61203B,64:18:df:73:d4:2c,64:18:df:73:d4:2d,2026-08-07 09:14:59,0.0,61203B,64:18:df:73:d4:2d,172.20.212.226,,,iCX,61203B,MVM783,61203B,no,
61203B,64:18:df:73:d3:f9,64:18:df:73:d3:fa,2026-08-07 09:00:44,0.01,61203B,64:18:df:73:d3:fa,172.20.212.228,,,iCX,61203B,MVM783,61203B,no,
,,,,,61203B,0a:92:f4:9a:49:3d,172.20.215.181,Stale MAC (randomized),,mDNS only,61203B,MVM783,61203B,no,
61204A,10:2b:aa:51:64:aa,10:2b:aa:51:64:ab,2026-08-07 09:09:56,0.0,,,,Not in mDNS,,iCX,61204A,MVM783,61204A,no,
61204A,10:2b:aa:51:4d:64,10:2b:aa:51:4d:65,2026-08-07 09:09:52,0.0,61204A,10:2b:aa:51:4d:65,172.20.199.207,,,iCX,61204A,MVM783,61204A,no,
61204B,10:2b:aa:51:4d:34,10:2b:aa:51:4d:35,2026-08-07 09:03:58,0.01,61204B,10:2b:aa:51:4d:35,172.20.212.180,,,iCX,61204B,MVM783,61204B,no,
61204B,10:2b:aa:51:49:62,10:2b:aa:51:49:63,2026-08-07 09:03:54,0.01,61204B,10:2b:aa:51:49:63,172.20.212.179,,,iCX,61204B,MVM783,61204B,no,
61205A,10:2b:aa:51:54:75,10:2b:aa:51:54:76,2026-08-07 09:12:19,0.0,61205A,10:2b:aa:51:54:76,172.20.212.181,,,iCX,61205A,MVM783,61205A,no,
61205A,10:2b:aa:51:54:ea,10:2b:aa:51:54:eb,2026-08-07 09:05:08,0.01,61205A,10:2b:aa:51:54:eb,172.20.196.106,,,iCX,61205A,MVM783,61205A,no,
,,,,,61205A,42:04:91:75:62:18,172.20.199.51,Stale MAC (randomized),,mDNS only,61205A,MVM783,61205A,no,
61205B,10:2b:aa:51:4d:88,10:2b:aa:51:4d:89,2026-08-07 09:08:13,0.0,61205B,10:2b:aa:51:4d:89,172.20.198.153,,,iCX,61205B,MVM783,61205B,no,
61205B,10:2b:aa:51:49:08,10:2b:aa:51:49:09,2026-08-07 09:00:38,0.01,,,,Not in mDNS,,iCX,61205B,MVM783,61205B,no,
,,,,,61205B,42:6b:f3:3c:cd:d5,172.20.206.25,Stale MAC (randomized),,mDNS only,61205B,MVM783,61205B,no,
61206A,10:2b:aa:51:4c:62,10:2b:aa:51:4c:63,2026-08-07 09:12:33,0.0,61206A,10:2b:aa:51:4c:63,172.20.212.189,,,iCX,61206A,MVM783,61206A,no,
61206A,10:2b:aa:51:49:2f,10:2b:aa:51:49:30,2026-08-07 09:11:11,0.0,61206A,10:2b:aa:51:49:30,172.20.212.190,,,iCX,61206A,MVM783,61206A,no,
,,,,,61206A,16:ae:d3:80:55:f9,172.20.216.125,Stale MAC (randomized),,mDNS only,61206A,MVM783,61206A,no,
61206B,10:2b:aa:51:64:95,10:2b:aa:51:64:96,2026-08-07 09:08:28,0.0,61206B,10:2b:aa:51:64:96,172.20.219.114,,,iCX,61206B,MVM783,61206B,no,
61206B,10:2b:aa:51:49:68,10:2b:aa:51:49:69,2026-08-07 09:02:03,0.01,61206B,10:2b:aa:51:49:69,172.20.212.192,,,iCX,61206B,MVM783,61206B,no,
,,,,,61206B,ee:2c:a4:0a:a3:0c,172.20.209.240,Stale MAC (randomized),,mDNS only,61206B,MVM783,61206B,no,
61207A,64:18:df:73:c7:00,64:18:df:73:c7:01,2026-08-07 09:03:25,0.01,61207A,64:18:df:73:c7:01,172.20.206.96,,,iCX,61207A,MVM783,61207A,no,
61207A,64:18:df:73:da:b6,64:18:df:73:da:b7,2026-08-07 09:03:05,0.01,61207A,64:18:df:73:da:b7,172.20.207.46,,,iCX,61207A,MVM783,61207A,no,
,,,,,61207A,5a:78:34:6f:d8:64,172.20.200.185,Stale MAC (randomized),,mDNS only,61207A,MVM783,61207A,no,
,,,,,61207A,3a:f1:33:d9:ea:33,172.20.201.60,Stale MAC (randomized),,mDNS only,61207A,MVM783,61207A,no,
61207B,64:18:df:73:ce:b7,64:18:df:73:ce:b8,2026-08-07 09:10:58,0.0,61207B,64:18:df:73:ce:b8,172.20.197.215,,,iCX,61207B,MVM783,61207B,no,
61207B,10:2b:aa:51:48:ea,10:2b:aa:51:48:eb,2026-08-07 09:02:36,0.01,61207B,10:2b:aa:51:48:eb,172.20.208.235,,,iCX,61207B,MVM783,61207B,no,
,,,,,61207B,3e:1d:85:ee:a6:2c,172.20.207.98,Stale MAC (randomized),,mDNS only,61207B,MVM783,61207B,no,
,,,,,61207B,6a:ea:c5:17:0a:7c,172.20.205.213,Stale MAC (randomized),,mDNS only,61207B,MVM783,61207B,no,
61208A,10:2b:aa:51:49:89,10:2b:aa:51:49:8a,2026-08-07 09:07:22,0.01,61208A,10:2b:aa:51:49:8a,172.20.220.220,,,iCX,61208A,MVM783,61208A,no,
61208A,10:2b:aa:51:49:cb,10:2b:aa:51:49:cc,2026-08-07 09:07:08,0.01,61208A,10:2b:aa:51:49:cc,172.20.223.242,,,iCX,61208A,MVM783,61208A,no,
,,,,,61208A,12:f3:d1:42:14:60,172.20.210.109,Stale MAC (randomized),,mDNS only,61208A,MVM783,61208A,no,
,,,,,61208A,96:43:1f:19:8b:fc,172.20.202.184,Stale MAC (randomized),,mDNS only,61208A,MVM783,61208A,no,
61208B,10:2b:aa:51:65:1f,10:2b:aa:51:65:20,2026-08-07 09:06:39,0.01,61208B,10:2b:aa:51:65:20,172.20.218.205,,,iCX,61208B,MVM783,61208B,no,
61208B,10:2b:aa:51:48:f0,10:2b:aa:51:48:f1,2026-08-07 09:06:22,0.01,61208B,10:2b:aa:51:48:f1,172.20.200.175,,,iCX,61208B,MVM783,61208B,no,
,,,,,61208B,56:45:42:5b:36:6d,172.20.200.177,Stale MAC (randomized),,mDNS only,61208B,MVM783,61208B,no,
,,,,,61208B,4a:fe:55:b2:b4:8e,172.20.199.67,Stale MAC (randomized),,mDNS only,61208B,MVM783,61208B,no,
61209A,64:18:df:73:c6:d3,64:18:df:73:c6:d4,2026-08-07 09:06:25,0.01,61209A,64:18:df:73:c6:d4,172.20.212.213,,,iCX,61209A,MVM783,61209A,no,
61209A,68:ab:a9:fb:22:3e,68:ab:a9:fb:22:3f,2026-08-07 09:01:30,0.01,61209A,68:ab:a9:fb:22:3f,172.20.212.216,,,iCX,61209A,MVM783,61209A,no,
,,,,,61209A,6e:5c:a7:1a:8f:0b,172.20.213.252,Stale MAC (randomized),,mDNS only,61209A,MVM783,61209A,no,
61209B,64:18:df:73:d0:44,64:18:df:73:d0:45,2026-08-07 09:08:57,0.0,61209B,64:18:df:73:d0:45,172.20.212.214,,,iCX,61209B,MVM783,61209B,no,
61209B,68:ab:a9:ff:09:af,68:ab:a9:ff:09:b0,2026-08-07 09:01:41,0.01,61209B,68:ab:a9:ff:09:b0,172.20.212.215,,,iCX,61209B,MVM783,61209B,no,
,,,,,61209B,92:82:cd:0b:29:c0,172.20.218.32,Stale MAC (randomized),,mDNS only,61209B,MVM783,61209B,no,
,,,,,61209B,52:90:77:bb:54:4f,172.20.218.13,Stale MAC (randomized),,mDNS only,61209B,MVM783,61209B,no,
61210A,64:18:df:73:ed:13,64:18:df:73:ed:14,2026-08-07 09:10:56,0.0,61210A,64:18:df:73:ed:14,172.20.214.144,,,iCX,61210A,MVM783,61210A,no,
61210A,10:2b:aa:51:69:81,10:2b:aa:51:69:82,2026-08-07 09:01:52,0.01,61210A,10:2b:aa:51:69:82,172.20.220.14,,,iCX,61210A,MVM783,61210A,no,
,,,,,61210A,e6:4b:c6:14:55:fc,172.20.216.80,Stale MAC (randomized),,mDNS only,61210A,MVM783,61210A,no,
,,,,,61210A,86:0c:67:b8:7c:62,172.20.211.253,Stale MAC (randomized),,mDNS only,61210A,MVM783,61210A,no,
61210B,64:18:df:73:d1:a3,64:18:df:73:d1:a4,2026-08-07 09:12:19,0.0,61210B,64:18:df:73:d1:a4,172.20.194.95,,,iCX,61210B,MVM783,61210B,no,
61210B,10:2b:aa:51:5d:d2,10:2b:aa:51:5d:d3,2026-08-07 09:04:29,0.01,61210B,10:2b:aa:51:5d:d3,172.20.212.220,,,iCX,61210B,MVM783,61210B,no,
,,,,,61210B,36:1b:98:5b:87:3e,172.20.202.252,Stale MAC (randomized),,mDNS only,61210B,MVM783,61210B,no,
,,,,,61401A,10:2b:aa:51:4d:41,172.20.211.179,"In mDNS, no iCX box",,mDNS only,61401A,MVM783,61401A,no,
,,,,,61401A,64:18:df:73:e6:63,172.20.211.161,"In mDNS, no iCX box",,mDNS only,61401A,MVM783,61401A,no,
,,,,,61401A,3e:fa:b7:62:9a:bf,172.20.194.240,Stale MAC (randomized),,mDNS only,61401A,MVM783,61401A,no,
61401B,10:2b:aa:51:49:86,10:2b:aa:51:49:87,2026-08-07 09:11:16,0.0,61401B,10:2b:aa:51:49:87,172.20.199.136,,,iCX,61401B,MVM783,61401B,no,
