icx_label,ethernet_mac,wifi_mac_derived,last_seen_icx,days_since,mdns_label,mdns_mac,mdns_ip,mdns_note,labeling_correction,source,room,site,lockout,reswept,reswept_at
3404A,10:2b:aa:51:67:ad,10:2b:aa:51:67:ae,2026-08-07 09:05:21,0.01,3404A,10:2b:aa:51:67:ae,172.20.193.65,,,iCX,3404A,MVM783,3404,no,
3404B,64:18:df:74:92:51,64:18:df:74:92:52,2026-08-07 09:08:16,0.0,3404B,64:18:df:74:92:52,172.20.205.109,,,iCX,3404B,MVM783,3404,no,
3404B,64:18:df:74:4d:86,64:18:df:74:4d:87,2026-08-07 09:01:54,0.01,3404B,64:18:df:74:4d:87,172.20.209.107,,,iCX,3404B,MVM783,3404,no,
,,,,,3404A,62:9c:a1:bf:91:00,172.20.217.96,Stale MAC (randomized),,mDNS only,3404A,MVM783,3404,no,
,,,,,3404B,fe:8d:bd:cf:70:5a,172.20.208.21,Stale MAC (randomized),,mDNS only,3404B,MVM783,3404,no,
3405A,64:18:df:74:86:bd,64:18:df:74:86:be,2026-08-07 09:08:57,0.0,3405A,64:18:df:74:86:be,172.20.203.143,,,iCX,3405A,MVM783,3405,no,
3405A,64:18:df:74:91:4c,64:18:df:74:91:4d,2026-08-07 09:01:40,0.01,3405A,64:18:df:74:91:4d,172.20.193.28,,,iCX,3405A,MVM783,3405,no,
3405B,10:2b:aa:51:5f:91,10:2b:aa:51:5f:92,2026-08-07 09:10:23,0.0,3405B,10:2b:aa:51:5f:92,172.20.193.23,,,iCX,3405B,MVM783,3405,no,
3405B,64:18:df:74:87:5f,64:18:df:74:87:60,2026-08-07 09:02:09,0.01,3405B,64:18:df:74:87:60,172.20.223.31,,,iCX,3405B,MVM783,3405,no,
,,,,,3405A,4a:4d:9c:2d:9b:0b,172.20.198.190,Stale MAC (randomized),,mDNS only,3405A,MVM783,3405,no,
,,,,,3405A,ee:3c:67:18:1b:ba,172.20.215.5,Stale MAC (randomized),,mDNS only,3405A,MVM783,3405,no,
,,,,,3405B,82:fd:e7:e5:cb:b1,172.20.205.136,Stale MAC (randomized),,mDNS only,3405B,MVM783,3405,no,
3406A,64:18:df:74:86:ea,64:18:df:74:86:eb,2026-08-07 09:12:46,0.0,3406A,64:18:df:74:86:eb,172.20.193.136,,,iCX,3406A,MVM783,3406,no,
3406A,68:ab:a9:fe:e0:f4,68:ab:a9:fe:e0:f5,2026-08-07 09:07:27,0.01,3406A,68:ab:a9:fe:e0:f5,172.20.219.80,,,iCX,3406A,MVM783,3406,no,
3406B,64:18:df:74:95:f4,64:18:df:74:95:f5,2026-08-07 09:00:04,0.01,3406B,64:18:df:74:95:f5,172.20.196.215,,,iCX,3406B,MVM783,3406,no,
,,,,,3406A,96:da:01:81:2a:d6,172.20.194.104,Stale MAC (randomized),,mDNS only,3406A,MVM783,3406,no,
,,,,,3406A,82:ad:e2:c9:ff:a9,172.20.201.214,Stale MAC (randomized),,mDNS only,3406A,MVM783,3406,no,
,,,,,3406B,2e:5f:58:5e:00:17,172.20.213.231,Stale MAC (randomized),,mDNS only,3406B,MVM783,3406,no,
3407A,10:2b:aa:51:63:90,10:2b:aa:51:63:91,2026-08-07 09:05:57,0.01,3407A,10:2b:aa:51:63:91,172.20.197.171,,,iCX,3407A,MVM783,3407,no,
3407A,10:2b:aa:51:63:db,10:2b:aa:51:63:dc,2026-08-07 09:04:39,0.01,3407A,10:2b:aa:51:63:dc,172.20.212.27,,,iCX,3407A,MVM783,3407,no,
3407B,68:ab:a9:f8:d5:64,68:ab:a9:f8:d5:65,2026-08-07 09:14:45,0.0,3407B,68:ab:a9:f8:d5:65,172.20.203.80,,,iCX,3407B,MVM783,3407,no,
3407B,68:ab:a9:fc:27:63,68:ab:a9:fc:27:64,2026-08-07 09:01:07,0.01,3407B,68:ab:a9:fc:27:64,172.20.218.193,,,iCX,3407B,MVM783,3407,no,
,,,,,3407A,de:4f:8e:ef:5c:88,172.20.208.152,Stale MAC (randomized),,mDNS only,3407A,MVM783,3407,no,
,,,,,3407B,7a:1b:09:79:2f:6c,172.20.198.166,Stale MAC (randomized),,mDNS only,3407B,MVM783,3407,no,
,,,,,3407B,96:2e:19:3f:f5:a6,172.20.209.120,Stale MAC (randomized),,mDNS only,3407B,MVM783,3407,no,
3408A,10:2b:aa:51:64:41,10:2b:aa:51:64:42,2026-08-07 09:07:54,0.0,3408A,10:2b:aa:51:64:42,172.20.219.170,,,iCX,3408A,MVM783,3408,no,
3408A,10:2b:aa:51:67:e6,10:2b:aa:51:67:e7,2026-08-07 09:05:26,0.01,3408A,10:2b:aa:51:67:e7,172.20.203.166,,,iCX,3408A,MVM783,3408,no,
3408B,64:18:df:74:52:2c,64:18:df:74:52:2d,2026-08-07 09:14:57,0.0,3408B,64:18:df:74:52:2d,172.20.192.246,,,iCX,3408B,MVM783,3408,no,
3408B,68:ab:a9:fc:26:9c,68:ab:a9:fc:26:9d,2026-08-07 09:06:13,0.01,3408B,68:ab:a9:fc:26:9d,172.20.192.253,,,iCX,3408B,MVM783,3408,no,
3409A,10:2b:aa:51:68:25,10:2b:aa:51:68:26,2026-08-07 09:14:49,0.0,3409A,10:2b:aa:51:68:26,172.20.209.29,,,iCX,3409A,MVM783,3409,no,
3409A,10:2b:aa:51:63:ab,10:2b:aa:51:63:ac,2026-08-07 09:12:35,0.0,3409A,10:2b:aa:51:63:ac,172.20.205.51,,,iCX,3409A,MVM783,3409,no,
3409B,68:ab:a9:f8:59:4e,68:ab:a9:f8:59:4f,2026-08-07 09:05:43,0.01,3409B,68:ab:a9:f8:59:4f,172.20.220.161,,,iCX,3409B,MVM783,3409,no,
3409B,64:18:df:74:95:7f,64:18:df:74:95:80,2026-08-07 09:03:02,0.01,3409B,64:18:df:74:95:80,172.20.198.67,,,iCX,3409B,MVM783,3409,no,
,,,,,3409A,f6:51:bc:70:3f:83,172.20.208.106,Stale MAC (randomized),,mDNS only,3409A,MVM783,3409,no,
,,,,,3409A,3e:f2:7f:25:9a:ea,172.20.208.55,Stale MAC (randomized),,mDNS only,3409A,MVM783,3409,no,
,,,,,3409B,e6:a7:fc:2f:c2:32,172.20.202.174,Stale MAC (randomized),,mDNS only,3409B,MVM783,3409,no,
,,,,,3409B,d6:7c:01:24:e1:e5,172.20.213.52,Stale MAC (randomized),,mDNS only,3409B,MVM783,3409,no,
3410A,64:18:df:73:ea:5b,64:18:df:73:ea:5c,2026-08-07 09:07:46,0.01,3410A,64:18:df:73:ea:5c,172.20.192.247,,,iCX,3410A,MVM783,3410,no,
3410A,10:2b:aa:51:4b:4b,10:2b:aa:51:4b:4c,2026-08-07 09:01:05,0.01,3410A,10:2b:aa:51:4b:4c,172.20.212.23,,,iCX,3410A,MVM783,3410,no,
3410B,10:2b:aa:51:4b:c9,10:2b:aa:51:4b:ca,2026-08-07 09:14:54,0.0,3410B,10:2b:aa:51:4b:ca,172.20.192.238,,,iCX,3410B,MVM783,3410,no,
3410B,10:2b:aa:51:4b:f6,10:2b:aa:51:4b:f7,2026-08-07 09:08:55,0.0,3410B,10:2b:aa:51:4b:f7,172.20.192.236,,,iCX,3410B,MVM783,3410,no,
,,,,,3410A,e6:52:62:00:37:bb,172.20.215.182,Stale MAC (randomized),,mDNS only,3410A,MVM783,3410,no,
,,,,,3410B,fe:3e:56:dc:17:de,172.20.217.12,Stale MAC (randomized),,mDNS only,3410B,MVM783,3410,no,
,,,,,3410B,ae:b3:88:b8:a1:7f,172.20.217.56,Stale MAC (randomized),,mDNS only,3410B,MVM783,3410,no,
3501A,10:2b:aa:51:5d:b1,10:2b:aa:51:5d:b2,2026-08-07 09:10:42,0.0,3501A,10:2b:aa:51:5d:b2,172.20.220.101,,,iCX,3501A,MVM783,3501,no,
3501A,64:18:df:74:86:d2,64:18:df:74:86:d3,2026-08-07 09:09:29,0.0,3501A,64:18:df:74:86:d3,172.20.194.35,,,iCX,3501A,MVM783,3501,no,
3501B,10:2b:aa:51:5f:85,10:2b:aa:51:5f:86,2026-08-07 09:07:18,0.01,3501B,10:2b:aa:51:5f:86,172.20.201.161,,,iCX,3501B,MVM783,3501,no,
3501B,10:2b:aa:51:5b:5f,10:2b:aa:51:5b:60,2026-08-07 09:02:47,0.01,3501B,10:2b:aa:51:5b:60,172.20.219.184,,,iCX,3501B,MVM783,3501,no,
,,,,,3501B,8a:f5:55:83:25:9b,172.20.194.204,Stale MAC (randomized),,mDNS only,3501B,MVM783,3501,no,
3502A,64:18:df:73:fd:f7,64:18:df:73:fd:f8,2026-08-07 09:11:39,0.0,3502A,64:18:df:73:fd:f8,172.20.223.197,,,iCX,3502A,MVM783,3502,no,
3502A,10:2b:aa:51:5a:6c,10:2b:aa:51:5a:6d,2026-08-07 09:02:22,0.01,3502A,10:2b:aa:51:5a:6d,172.20.194.31,,,iCX,3502A,MVM783,3502,no,
3502B,10:2b:aa:51:68:10,10:2b:aa:51:68:11,2026-08-07 09:12:54,0.0,3502B,10:2b:aa:51:68:11,172.20.192.55,,,iCX,3502B,MVM783,3502,no,
3502B,10:2b:aa:51:6b:94,10:2b:aa:51:6b:95,2026-08-07 09:02:58,0.01,3502B,10:2b:aa:51:6b:95,172.20.194.27,,,iCX,3502B,MVM783,3502,no,
,,,,,3502B,9a:64:89:56:7f:be,172.20.217.73,Stale MAC (randomized),,mDNS only,3502B,MVM783,3502,no,
3503A,10:2b:aa:51:6c:f0,10:2b:aa:51:6c:f1,2026-08-07 09:10:51,0.0,3503A,10:2b:aa:51:6c:f1,172.20.194.24,,,iCX,3503A,MVM783,3503,no,
3503A,64:18:df:73:c6:31,64:18:df:73:c6:32,2026-08-07 09:04:33,0.01,3503A,64:18:df:73:c6:32,172.20.194.25,,,iCX,3503A,MVM783,3503,no,
3503B,10:2b:aa:51:64:05,10:2b:aa:51:64:06,2026-08-07 09:11:57,0.0,3503B,10:2b:aa:51:64:06,172.20.220.86,,,iCX,3503B,MVM783,3503,no,
3503B,10:2b:aa:51:65:7f,10:2b:aa:51:65:80,2026-08-07 09:04:38,0.01,3503B,10:2b:aa:51:65:80,172.20.194.23,,,iCX,3503B,MVM783,3503,no,
,,,,,3503A,32:03:7e:72:b5:0d,172.20.214.54,Stale MAC (randomized),,mDNS only,3503A,MVM783,3503,no,
,,,,,3503B,2e:e4:17:92:66:fa,172.20.210.22,Stale MAC (randomized),,mDNS only,3503B,MVM783,3503,no,
3504A,10:2b:aa:51:6b:61,10:2b:aa:51:6b:62,2026-08-07 09:06:04,0.01,3504A,10:2b:aa:51:6b:62,172.20.192.63,,,iCX,3504A,MVM783,3504,no,
3504A,10:2b:aa:51:6b:88,10:2b:aa:51:6b:89,2026-08-07 09:03:17,0.01,3504A,10:2b:aa:51:6b:89,172.20.194.6,,,iCX,3504A,MVM783,3504,no,
3504B,10:2b:aa:51:6d:2c,10:2b:aa:51:6d:2d,2026-08-07 09:14:42,0.0,3504B,10:2b:aa:51:6d:2d,172.20.194.17,,,iCX,3504B,MVM783,3504,no,
3504B,10:2b:aa:51:6b:64,10:2b:aa:51:6b:65,2026-08-07 09:07:19,0.01,3504B,10:2b:aa:51:6b:65,172.20.194.15,,,iCX,3504B,MVM783,3504,no,
,,,,,3504A,0e:b3:fa:31:46:02,172.20.217.215,Stale MAC (randomized),,mDNS only,3504A,MVM783,3504,no,
,,,,,3504B,6e:23:ec:a7:8f:84,172.20.217.132,Stale MAC (randomized),,mDNS only,3504B,MVM783,3504,no,
3505A,10:2b:aa:51:f3:e5,10:2b:aa:51:f3:e6,2026-08-07 09:06:53,0.01,3505A,10:2b:aa:51:f3:e6,172.20.198.254,,,iCX,3505A,MVM783,3505,no,
3505B,10:2b:aa:51:f4:12,10:2b:aa:51:f4:13,2026-08-07 09:14:47,0.0,3505B,10:2b:aa:51:f4:13,172.20.223.132,,,iCX,3505B,MVM783,3505,no,
3505B,10:2b:aa:51:f3:ee,10:2b:aa:51:f3:ef,2026-08-07 09:04:11,0.01,3505B,10:2b:aa:51:f3:ef,172.20.223.3,,,iCX,3505B,MVM783,3505,no,
,,,,,3505B,9a:34:e2:1c:8a:0b,172.20.203.119,Stale MAC (randomized),,mDNS only,3505B,MVM783,3505,no,
,,,,,3505B,2e:c4:f9:43:89:8c,172.20.205.147,Stale MAC (randomized),,mDNS only,3505B,MVM783,3505,no,
3506A,10:2b:aa:51:67:da,10:2b:aa:51:67:db,2026-08-07 09:07:05,0.01,3506A,10:2b:aa:51:67:db,172.20.219.144,,,iCX,3506A,MVM783,3506,no,
3506A,10:2b:aa:51:68:31,10:2b:aa:51:68:32,2026-08-07 09:06:37,0.01,3506A,10:2b:aa:51:68:32,172.20.194.8,,,iCX,3506A,MVM783,3506,no,
3506B,10:2b:aa:51:65:55,10:2b:aa:51:65:56,2026-08-07 09:09:09,0.0,3506B,10:2b:aa:51:65:56,172.20.196.153,,,iCX,3506B,MVM783,3506,no,
3506B,64:18:df:73:b5:03,64:18:df:73:b5:04,2026-08-07 09:08:07,0.0,3506B,64:18:df:73:b5:04,172.20.194.5,,,iCX,3506B,MVM783,3506,no,
,,,,,3506A,4a:d8:0b:c7:2f:d8,172.20.211.34,Stale MAC (randomized),,mDNS only,3506A,MVM783,3506,no,
,,,,,3506B,c6:12:0f:30:56:dd,172.20.196.99,Stale MAC (randomized),,mDNS only,3506B,MVM783,3506,no,
3507A,10:2b:aa:51:6b:70,10:2b:aa:51:6b:71,2026-08-07 09:14:07,0.0,3507A,10:2b:aa:51:6b:71,172.20.193.255,,,iCX,3507A,MVM783,3507,no,
3507A,10:2b:aa:51:68:07,10:2b:aa:51:68:08,2026-08-07 09:09:01,0.0,3507A,10:2b:aa:51:68:08,172.20.208.19,,,iCX,3507A,MVM783,3507,no,
3507B,10:2b:aa:51:6a:95,10:2b:aa:51:6a:96,2026-08-07 09:14:28,0.0,3507B,10:2b:aa:51:6a:96,172.20.194.66,,,iCX,3507B,MVM783,3507,no,
3507B,10:2b:aa:51:68:1f,10:2b:aa:51:68:20,2026-08-07 09:14:04,0.0,3507B,10:2b:aa:51:68:20,172.20.222.53,,,iCX,3507B,MVM783,3507,no,
,,,,,3507A,3e:8d:9b:45:8a:08,172.20.208.249,Stale MAC (randomized),,mDNS only,3507A,MVM783,3507,no,
,,,,,3507B,b6:93:eb:38:7e:0e,172.20.195.118,Stale MAC (randomized),,mDNS only,3507B,MVM783,3507,no,
,,,,,3507B,46:42:a2:20:2d:3d,172.20.205.75,Stale MAC (randomized),,mDNS only,3507B,MVM783,3507,no,
3508A,10:2b:aa:51:67:fe,10:2b:aa:51:67:ff,2026-08-07 09:09:11,0.0,3508A,10:2b:aa:51:67:ff,172.20.220.47,,,iCX,3508A,MVM783,3508,no,
3508A,64:18:df:73:d0:cb,64:18:df:73:d0:cc,2026-08-07 09:01:21,0.01,3508A,64:18:df:73:d0:cc,172.20.211.189,,,iCX,3508A,MVM783,3508,no,
3508B,10:2b:aa:51:65:61,10:2b:aa:51:65:62,2026-08-07 09:06:24,0.01,3508B,10:2b:aa:51:65:62,172.20.210.187,,,iCX,3508B,MVM783,3508,no,
3508B,68:ab:a9:fe:5d:b3,68:ab:a9:fe:5d:b4,2026-08-07 09:05:52,0.01,3508B,68:ab:a9:fe:5d:b4,172.20.193.242,,,iCX,3508B,MVM783,3508,no,
,,,,,3508A,5a:05:9a:75:2a:c7,172.20.200.196,Stale MAC (randomized),,mDNS only,3508A,MVM783,3508,no,
,,,,,3508A,aa:53:9c:a5:d1:5c,172.20.211.143,Stale MAC (randomized),,mDNS only,3508A,MVM783,3508,no,
,,,,,3508B,c2:93:19:51:7d:f8,172.20.202.32,Stale MAC (randomized),,mDNS only,3508B,MVM783,3508,no,
,,,,,3508B,4e:2e:23:86:ed:a6,172.20.213.236,Stale MAC (randomized),,mDNS only,3508B,MVM783,3508,no,
3509A,68:ab:a9:fb:42:2b,68:ab:a9:fb:42:2c,2026-08-07 09:05:40,0.01,3509A,68:ab:a9:fb:42:2c,172.20.203.44,,,iCX,3509A,MVM783,3509,no,
3509A,68:ab:a9:fb:ec:1d,68:ab:a9:fb:ec:1e,2026-08-07 09:05:02,0.01,3509A,68:ab:a9:fb:ec:1e,172.20.223.74,,,iCX,3509A,MVM783,3509,no,
3509B,68:ab:a9:fb:ed:72,68:ab:a9:fb:ed:73,2026-08-07 09:10:44,0.0,3509B,68:ab:a9:fb:ed:73,172.20.193.239,,,iCX,3509B,MVM783,3509,no,
3509B,68:ab:a9:fb:ed:4c,68:ab:a9:fb:ed:4d,2026-08-07 09:05:25,0.01,3509B,68:ab:a9:fb:ed:4d,172.20.207.6,,,iCX,3509B,MVM783,3509,no,
,,,,,3509A,ba:da:5e:9f:0b:99,172.20.195.76,Stale MAC (randomized),,mDNS only,3509A,MVM783,3509,no,
,,,,,3509A,be:02:57:70:e7:be,172.20.203.234,Stale MAC (randomized),,mDNS only,3509A,MVM783,3509,no,
,,,,,3509B,82:2b:27:69:5e:57,172.20.207.172,Stale MAC (randomized),,mDNS only,3509B,MVM783,3509,no,
3510A,68:ab:a9:fb:ec:4a,68:ab:a9:fb:ec:4b,2026-08-07 09:10:45,0.0,3510A,68:ab:a9:fb:ec:4b,172.20.223.59,,,iCX,3510A,MVM783,3510,no,
3510A,68:ab:a9:fe:55:b5,68:ab:a9:fe:55:b6,2026-08-07 09:00:10,0.01,3510A,68:ab:a9:fe:55:b6,172.20.210.214,,,iCX,3510A,MVM783,3510,no,
3510B,68:ab:a9:fb:82:5b,68:ab:a9:fb:82:5c,2026-08-07 09:11:34,0.0,3510B,68:ab:a9:fb:82:5c,172.20.210.77,,,iCX,3510B,MVM783,3510,no,
3510B,68:ab:a9:fb:4e:be,68:ab:a9:fb:4e:bf,2026-08-07 09:11:14,0.0,3510B,68:ab:a9:fb:4e:bf,172.20.222.184,,,iCX,3510B,MVM783,3510,no,
,,,,,3510A,c2:c8:44:85:9d:b8,172.20.193.236,Stale MAC (randomized),,mDNS only,3510A,MVM783,3510,no,
,,,,,3510A,1e:35:9e:7d:3e:5e,172.20.209.144,Stale MAC (randomized),,mDNS only,3510A,MVM783,3510,no,
,,,,,3510B,3e:26:e0:b8:ec:cc,172.20.209.136,Stale MAC (randomized),,mDNS only,3510B,MVM783,3510,no,
3601A,10:2b:aa:51:48:fc,10:2b:aa:51:48:fd,2026-08-07 09:11:02,0.0,3601A,10:2b:aa:51:48:fd,172.20.208.232,,,iCX,3601A,MVM783,3601,no,
3601A,10:2b:aa:50:c2:d1,10:2b:aa:50:c2:d2,2026-08-07 09:06:01,0.01,3601A,10:2b:aa:50:c2:d2,172.20.194.127,,,iCX,3601A,MVM783,3601,no,
3601B,64:18:df:73:d2:3f,64:18:df:73:d2:40,2026-08-07 09:12:14,0.0,3601B,64:18:df:73:d2:40,172.20.220.185,,,iCX,3601B,MVM783,3601,no,
3601B,64:18:df:73:d3:2f,64:18:df:73:d3:30,2026-08-07 09:10:56,0.0,3601B,64:18:df:73:d3:30,172.20.194.123,,,iCX,3601B,MVM783,3601,no,
,,,,,3601A,f2:af:c4:46:d9:c1,172.20.207.94,Stale MAC (randomized),,mDNS only,3601A,MVM783,3601,no,
,,,,,3601B,e2:0d:36:74:b2:62,172.20.212.169,Stale MAC (randomized),,mDNS only,3601B,MVM783,3601,no,
,,,,,3601B,d6:53:03:25:63:6e,172.20.195.147,Stale MAC (randomized),,mDNS only,3601B,MVM783,3601,no,
3602A,68:ab:a9:fc:27:43,68:ab:a9:fc:27:44,2026-08-07 09:03:09,0.01,3602A,68:ab:a9:fc:27:44,172.20.209.251,,,iCX,3602A,MVM783,3602,no,
3602A,68:ab:a9:fe:d1:72,68:ab:a9:fe:d1:73,2026-08-07 09:02:51,0.01,3602A,68:ab:a9:fe:d1:73,172.20.208.83,,,iCX,3602A,MVM783,3602,no,
3602B,68:ab:a9:fc:55:6f,68:ab:a9:fc:55:70,2026-08-07 09:01:10,0.01,3602B,68:ab:a9:fc:55:70,172.20.198.58,,,iCX,3602B,MVM783,3602,no,
3602B,10:2b:aa:51:6c:42,10:2b:aa:51:6c:43,2026-08-07 09:01:03,0.01,3602B,10:2b:aa:51:6c:43,172.20.193.69,,,iCX,3602B,MVM783,3602,no,
,,,,,3602A,62:63:0e:51:cd:97,172.20.193.129,Stale MAC (randomized),,mDNS only,3602A,MVM783,3602,no,
,,,,,3602A,06:8a:62:c5:5f:da,172.20.209.46,Stale MAC (randomized),,mDNS only,3602A,MVM783,3602,no,
,,,,,3602B,fe:07:90:95:59:c3,172.20.212.65,Stale MAC (randomized),,mDNS only,3602B,MVM783,3602,no,
,,,,,3602B,7e:c6:7f:c3:81:11,172.20.213.86,Stale MAC (randomized),,mDNS only,3602B,MVM783,3602,no,
3603A,10:2b:aa:51:67:e0,10:2b:aa:51:67:e1,2026-08-07 09:08:03,0.0,3603A,10:2b:aa:51:67:e1,172.20.206.7,,,iCX,3603A,MVM783,3603,no,
3603B,64:18:df:74:96:04,64:18:df:74:96:05,2026-08-07 09:06:59,0.01,3603B,64:18:df:74:96:05,172.20.198.199,,,iCX,3603B,MVM783,3603,no,
3603B,10:2b:aa:51:5f:b8,10:2b:aa:51:5f:b9,2026-08-07 09:04:06,0.01,3603B,10:2b:aa:51:5f:b9,172.20.209.50,,,iCX,3603B,MVM783,3603,no,
,,,,,3603A,10:2b:aa:51:5f:47,172.20.195.9,"In mDNS, no iCX box",,mDNS only,3603A,MVM783,3603,no,
,,,,,3603A,c2:95:67:0c:d2:33,172.20.200.93,Stale MAC (randomized),,mDNS only,3603A,MVM783,3603,no,
,,,,,3603B,ee:9f:27:5b:8f:e3,172.20.201.165,Stale MAC (randomized),,mDNS only,3603B,MVM783,3603,no,
,,,,,3603B,22:1c:c6:3d:ee:d6,172.20.205.203,Stale MAC (randomized),,mDNS only,3603B,MVM783,3603,no,
3604A,64:18:df:74:63:89,64:18:df:74:63:8a,2026-08-07 09:11:57,0.0,3604A,64:18:df:74:63:8a,172.20.218.133,,,iCX,3604A,MVM783,3604,no,
3604A,64:18:df:74:65:4b,64:18:df:74:65:4c,2026-08-07 09:07:14,0.01,3604A,64:18:df:74:65:4c,172.20.203.200,,,iCX,3604A,MVM783,3604,no,
3604B,64:18:df:74:88:1f,64:18:df:74:88:20,2026-08-07 09:12:16,0.0,3604B,64:18:df:74:88:20,172.20.208.202,,,iCX,3604B,MVM783,3604,no,
3604B,64:18:df:74:51:35,64:18:df:74:51:36,2026-08-07 09:12:01,0.0,3604B,64:18:df:74:51:36,172.20.198.249,,,iCX,3604B,MVM783,3604,no,
,,,,,3604A,52:e8:f8:ef:af:87,172.20.207.204,Stale MAC (randomized),,mDNS only,3604A,MVM783,3604,no,
,,,,,3604B,3a:6c:df:1a:f4:8d,172.20.205.204,Stale MAC (randomized),,mDNS only,3604B,MVM783,3604,no,
,,,,,3604B,6a:9a:14:83:75:91,172.20.207.253,Stale MAC (randomized),,mDNS only,3604B,MVM783,3604,no,
3605A,10:2b:aa:51:5f:9a,10:2b:aa:51:5f:9b,2026-08-07 09:12:25,0.0,3605A,10:2b:aa:51:5f:9b,172.20.221.40,,,iCX,3605A,MVM783,3605,no,
3605A,64:18:df:74:84:a0,64:18:df:74:84:a1,2026-08-07 09:02:05,0.01,3605A,64:18:df:74:84:a1,172.20.221.239,,,iCX,3605A,MVM783,3605,no,
3605B,64:18:df:74:94:a7,64:18:df:74:94:a8,2026-08-07 09:10:50,0.0,3605B,64:18:df:74:94:a8,172.20.194.78,,,iCX,3605B,MVM783,3605,no,
3605B,64:18:df:73:bf:a3,64:18:df:73:bf:a4,2026-08-07 09:04:35,0.01,3605B,64:18:df:73:bf:a4,172.20.222.9,,,iCX,3605B,MVM783,3605,no,
,,,,,3605A,da:f3:45:ab:27:f3,172.20.195.162,Stale MAC (randomized),,mDNS only,3605A,MVM783,3605,no,
,,,,,3605A,42:df:75:fb:14:cc,172.20.207.113,Stale MAC (randomized),,mDNS only,3605A,MVM783,3605,no,
,,,,,3605B,f6:81:27:3f:5a:8a,172.20.211.142,Stale MAC (randomized),,mDNS only,3605B,MVM783,3605,no,
,,,,,3605B,82:4c:ae:83:fc:bb,172.20.214.26,Stale MAC (randomized),,mDNS only,3605B,MVM783,3605,no,
3606A,68:ab:a9:fb:05:d2,68:ab:a9:fb:05:d3,2026-08-07 09:12:23,0.0,3606A,68:ab:a9:fb:05:d3,172.20.194.83,,,iCX,3606A,MVM783,3606,no,
3606A,10:2b:aa:51:67:50,10:2b:aa:51:67:51,2026-08-07 09:07:13,0.01,3606A,10:2b:aa:51:67:51,172.20.203.190,,,iCX,3606A,MVM783,3606,no,
3606B,10:2b:aa:51:67:ef,10:2b:aa:51:67:f0,2026-08-07 09:07:16,0.01,3606B,10:2b:aa:51:67:f0,172.20.219.56,,,iCX,3606B,MVM783,3606,no,
3606B,10:2b:aa:51:6c:ba,10:2b:aa:51:6c:bb,2026-08-07 09:04:47,0.01,3606B,10:2b:aa:51:6c:bb,172.20.194.84,,,iCX,3606B,MVM783,3606,no,
,,,,,3606A,fe:c9:56:ab:dd:35,172.20.200.165,Stale MAC (randomized),,mDNS only,3606A,MVM783,3606,no,
,,,,,3606A,6e:77:53:2c:64:44,172.20.216.164,Stale MAC (randomized),,mDNS only,3606A,MVM783,3606,no,
,,,,,3606B,52:63:09:f8:38:2b,172.20.207.76,Stale MAC (randomized),,mDNS only,3606B,MVM783,3606,no,
3607A,10:2b:aa:51:6c:81,10:2b:aa:51:6c:82,2026-08-07 09:09:52,0.0,3607A,10:2b:aa:51:6c:82,172.20.199.92,,,iCX,3607A,MVM783,3607,no,
3607A,68:ab:a9:fe:b2:f6,68:ab:a9:fe:b2:f7,2026-08-07 09:03:13,0.01,3607A,68:ab:a9:fe:b2:f7,172.20.220.112,,,iCX,3607A,MVM783,3607,no,
3607B,68:ab:a9:fe:b0:db,68:ab:a9:fe:b0:dc,2026-08-07 09:10:56,0.0,3607B,68:ab:a9:fe:b0:dc,172.20.218.223,,,iCX,3607B,MVM783,3607,no,
3607B,68:ab:a9:fe:b6:ac,68:ab:a9:fe:b6:ad,2026-08-07 09:09:13,0.0,3607B,68:ab:a9:fe:b6:ad,172.20.194.71,,,iCX,3607B,MVM783,3607,no,
,,,,,3607A,a2:4e:ad:2a:ff:ed,172.20.203.194,Stale MAC (randomized),,mDNS only,3607A,MVM783,3607,no,
,,,,,3607A,ca:13:f9:bb:4b:bf,172.20.194.231,Stale MAC (randomized),,mDNS only,3607A,MVM783,3607,no,
,,,,,3607B,9e:68:b1:41:4f:56,172.20.209.233,Stale MAC (randomized),,mDNS only,3607B,MVM783,3607,no,
3608A,68:ab:a9:fe:a3:27,68:ab:a9:fe:a3:28,2026-08-07 09:12:21,0.0,3608A,68:ab:a9:fe:a3:28,172.20.209.147,,,iCX,3608A,MVM783,3608,no,
3608A,68:ab:a9:fe:bd:9b,68:ab:a9:fe:bd:9c,2026-08-07 09:05:15,0.01,3608A,68:ab:a9:fe:bd:9c,172.20.194.63,,,iCX,3608A,MVM783,3608,no,
3608B,68:ab:a9:f9:48:1f,68:ab:a9:f9:48:20,2026-08-07 09:11:29,0.0,3608B,68:ab:a9:f9:48:20,172.20.222.80,,,iCX,3608B,MVM783,3608,no,
3608B,68:ab:a9:fe:6e:c1,68:ab:a9:fe:6e:c2,2026-08-07 09:10:49,0.0,3608B,68:ab:a9:fe:6e:c2,172.20.201.5,,,iCX,3608B,MVM783,3608,no,
,,,,,3608A,da:d7:44:6b:3f:36,172.20.201.116,Stale MAC (randomized),,mDNS only,3608A,MVM783,3608,no,
,,,,,3608A,3e:9e:5a:4f:a5:8b,172.20.216.59,Stale MAC (randomized),,mDNS only,3608A,MVM783,3608,no,
